Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Nice,French Ligue 1,J8,31%,206 of 279 — 74%,4 of 5 — 80%,4 of 6 — 66%
Lyon,French Ligue 1,J8,69%,82% — 507 of 615,21% — 6 of 28,25% — 1 of 4
