Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Werder Bremen,German Bundesliga,J6,41%,374 of 486 — 77%,5 of 15 — 33%,3 of 3 — 100%
St. Pauli,German Bundesliga,J6,59%,82% — 577 of 705,23% — 3 of 13,80% — 4 of 5
