Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Lille,French Ligue 1,J7,38%,340 of 423 — 80%,3 of 9 — 33%,4 of 5 — 80%
Paris S-G,French Ligue 1,J7,62%,91% — 615 of 679,29% — 5 of 17,66% — 2 of 3
