Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
RB Salzburg,UEFA Europa League,J3,54%,459 of 562 — 82%,4 of 16 — 25%,3 of 6 — 50%
Ferencváros,UEFA Europa League,J3,46%,78% — 373 of 477,50% — 6 of 12,50% — 2 of 4
