,Player,,,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
J4,Yorbe Vertessen,RB Salzburg,UEFA Europa League,11.0,be BEL,FW,24-302,75,1,0,0,0,3,1,0,0,17,0,0,0,0.9,0.9,0.0,0,0,5,8,62.5,0,7,2,1,0,Yorbe Vertessen,11.0,be BEL,FW,24-302,75,5,8,62.5,55,9,4,5,80.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Yorbe Vertessen,11.0,be BEL,FW,24-302,75,8,7,1,0,0,0,0,0,0,0,0,0,5,0,1,Yorbe Vertessen,11.0,be BEL,FW,24-302,75,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Yorbe Vertessen,11.0,be BEL,FW,24-302,75,17,1,2,5,11,8,17,1,0,0.0,1,100.0,7,48,32,2,1,2,1,0,8,3,Yorbe Vertessen,11.0,be BEL,FW,24-302,75,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0.0
J4,Petar Ratkov,RB Salzburg,UEFA Europa League,21.0,rs SRB,FW,22-080,15,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,4,5,80.0,1,1,0,0,0,Petar Ratkov,21.0,rs SRB,FW,22-080,15,4,5,80.0,50,20,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,Petar Ratkov,21.0,rs SRB,FW,22-080,15,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Petar Ratkov,21.0,rs SRB,FW,22-080,15,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Petar Ratkov,21.0,rs SRB,FW,22-080,15,5,0,1,3,1,0,5,0,0,,0,,1,5,5,0,0,0,0,0,2,0,Petar Ratkov,21.0,rs SRB,FW,22-080,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
J4,Clement Bischoff,RB Salzburg,UEFA Europa League,7.0,dk DEN,LW,19-325,75,0,0,0,0,2,1,0,0,33,1,0,0,0.2,0.2,0.1,1,0,18,26,69.2,1,28,1,2,1,Clement Bischoff,7.0,dk DEN,LW,19-325,75,18,26,69.2,263,35,11,13,84.6,5,7,71.4,1,4,25.0,0,0.1,0.1,1,1,1,0,1,Clement Bischoff,7.0,dk DEN,LW,19-325,75,26,26,0,0,2,1,1,0,0,0,0,0,18,0,0,Clement Bischoff,7.0,dk DEN,LW,19-325,75,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,Clement Bischoff,7.0,dk DEN,LW,19-325,75,33,0,2,16,15,3,33,2,1,50.0,1,50.0,28,160,56,1,1,1,3,3,26,3,Clement Bischoff,7.0,dk DEN,LW,19-325,75,0,0,0,1,0,0,1,0,1,0,0,0,6,1,0,100.0
J4,Enrique Aguilar,RB Salzburg,UEFA Europa League,43.0,ch SUI,LW,18-283,15,0,0,0,0,0,0,0,0,13,0,0,1,0.0,0.0,0.0,1,0,10,11,90.9,0,10,2,0,0,Enrique Aguilar,43.0,ch SUI,LW,18-283,15,10,11,90.9,157,16,4,5,80.0,6,6,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Enrique Aguilar,43.0,ch SUI,LW,18-283,15,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,Enrique Aguilar,43.0,ch SUI,LW,18-283,15,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Enrique Aguilar,43.0,ch SUI,LW,18-283,15,13,0,0,7,6,2,13,0,0,,0,,10,90,46,2,2,1,1,0,10,3,Enrique Aguilar,43.0,ch SUI,LW,18-283,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
J4,Edmund Baidoo,RB Salzburg,UEFA Europa League,20.0,gh GHA,RW,19-280,84,0,0,0,0,2,2,0,0,24,0,0,0,0.3,0.3,0.2,7,0,16,20,80.0,3,21,4,1,1,Edmund Baidoo,20.0,gh GHA,RW,19-280,84,16,20,80.0,290,72,8,9,88.9,7,10,70.0,1,1,100.0,0,0.2,0.1,2,1,2,0,3,Edmund Baidoo,20.0,gh GHA,RW,19-280,84,20,20,0,0,2,0,1,0,0,0,0,0,16,0,0,Edmund Baidoo,20.0,gh GHA,RW,19-280,84,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Edmund Baidoo,20.0,gh GHA,RW,19-280,84,24,0,2,11,12,3,24,1,1,100.0,0,0.0,21,201,111,4,2,3,2,0,18,4,Edmund Baidoo,20.0,gh GHA,RW,19-280,84,0,0,0,1,2,0,1,0,0,0,0,0,6,1,3,25.0
J4,Tim Trummer,RB Salzburg,UEFA Europa League,37.0,at AUT,RW,19-361,6,0,0,0,0,1,1,0,0,4,0,0,0,0.1,0.1,0.0,0,0,0,1,0.0,0,2,1,0,0,Tim Trummer,37.0,at AUT,RW,19-361,6,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Tim Trummer,37.0,at AUT,RW,19-361,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tim Trummer,37.0,at AUT,RW,19-361,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Tim Trummer,37.0,at AUT,RW,19-361,6,4,1,3,0,1,1,4,0,0,,0,,2,9,8,1,0,1,1,0,1,1,Tim Trummer,37.0,at AUT,RW,19-361,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
J4,Maurits Kjærgaard,RB Salzburg,UEFA Europa League,14.0,dk DEN,LM,22-133,90,0,1,0,0,3,0,0,0,52,1,1,1,0.2,0.2,0.4,5,1,38,43,88.4,5,39,4,1,1,Maurits Kjærgaard,14.0,dk DEN,LM,22-133,90,38,43,88.4,634,171,14,16,87.5,20,21,95.2,1,2,50.0,1,0.4,0.2,4,4,0,0,5,Maurits Kjærgaard,14.0,dk DEN,LM,22-133,90,43,41,1,0,0,0,2,0,1,1,0,0,38,1,2,Maurits Kjærgaard,14.0,dk DEN,LM,22-133,90,1,1,0,0,1,0,2,0.0,2,1,0,1,1,2,2,0,Maurits Kjærgaard,14.0,dk DEN,LM,22-133,90,52,1,7,32,15,2,52,1,1,100.0,0,0.0,39,283,164,4,2,1,0,1,36,1,Maurits Kjærgaard,14.0,dk DEN,LM,22-133,90,0,0,0,1,0,0,2,1,1,0,0,0,3,0,1,0.0
J4,Soumaïla Diabaté,RB Salzburg,UEFA Europa League,5.0,ml MLI,CM,20-349,90,0,0,0,0,0,0,0,0,59,0,3,1,0.0,0.0,0.0,0,0,40,50,80.0,3,39,0,1,1,Soumaïla Diabaté,5.0,ml MLI,CM,20-349,90,40,50,80.0,584,234,22,27,81.5,12,16,75.0,3,3,100.0,0,0.0,0.0,0,5,0,0,3,Soumaïla Diabaté,5.0,ml MLI,CM,20-349,90,50,49,1,1,0,0,0,0,0,0,0,0,40,0,1,Soumaïla Diabaté,5.0,ml MLI,CM,20-349,90,0,0,0,0,0,0,0,,0,1,0,1,3,3,4,0,Soumaïla Diabaté,5.0,ml MLI,CM,20-349,90,59,4,13,44,3,0,59,1,1,100.0,0,0.0,39,188,60,0,1,0,0,0,38,1,Soumaïla Diabaté,5.0,ml MLI,CM,20-349,90,0,0,0,0,2,0,0,3,0,0,0,0,3,1,2,33.3
J4,Sota Kitano,RB Salzburg,UEFA Europa League,8.0,jp JPN,RM,21-085,66,0,0,0,0,2,2,0,0,34,0,1,2,0.3,0.3,0.0,3,0,18,26,69.2,2,24,0,1,0,Sota Kitano,8.0,jp JPN,RM,21-085,66,18,26,69.2,226,92,9,13,69.2,7,10,70.0,0,1,0.0,0,0.0,0.0,0,0,0,0,2,Sota Kitano,8.0,jp JPN,RM,21-085,66,26,23,3,1,0,0,3,0,2,1,0,0,18,0,0,Sota Kitano,8.0,jp JPN,RM,21-085,66,0,0,0,0,0,0,0,,0,2,1,1,1,1,2,0,Sota Kitano,8.0,jp JPN,RM,21-085,66,34,2,8,16,10,1,34,1,0,0.0,1,100.0,24,101,42,0,0,0,0,0,20,4,Sota Kitano,8.0,jp JPN,RM,21-085,66,0,0,0,0,1,0,3,1,0,0,0,0,5,0,1,0.0
J4,Moussa Kounfolo Yeo,RB Salzburg,UEFA Europa League,49.0,ml MLI,RM,21-158,24,0,0,0,0,2,0,0,0,17,0,1,0,0.2,0.2,0.0,2,0,11,13,84.6,0,15,2,2,2,Moussa Kounfolo Yeo,49.0,ml MLI,RM,21-158,24,11,13,84.6,199,69,3,5,60.0,8,8,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Moussa Kounfolo Yeo,49.0,ml MLI,RM,21-158,24,13,13,0,0,0,0,0,0,0,0,0,0,11,0,0,Moussa Kounfolo Yeo,49.0,ml MLI,RM,21-158,24,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Moussa Kounfolo Yeo,49.0,ml MLI,RM,21-158,24,17,0,6,6,6,1,17,2,2,100.0,0,0.0,15,134,78,2,0,0,1,1,15,1,Moussa Kounfolo Yeo,49.0,ml MLI,RM,21-158,24,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,0.0
