Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Bayern Munich,German Bundesliga,J7,61%,544 of 626 — 87%,7 of 15 — 47%,0 of 1 — 0%
Dortmund,German Bundesliga,J7,39%,76% — 307 of 405,13% — 1 of 8,71% — 5 of 7
