,Player,,,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
J4,Kasper Waarst Høgh,Bodø/Glimt,UEFA Champions League,9.0,dk DEN,FW,24-333,72,0,0,0,0,6,2,0,0,23,0,0,0,0.7,0.7,0.0,2,0,12,14,85.7,3,10,0,0,0,Kasper Waarst Høgh,9.0,dk DEN,FW,24-333,72,12,14,85.7,167,30,6,8,75.0,5,5,100.0,0,0,,0,0.0,0.0,0,3,0,0,3,Kasper Waarst Høgh,9.0,dk DEN,FW,24-333,72,14,12,2,0,0,0,0,0,0,0,0,0,12,0,0,Kasper Waarst Høgh,9.0,dk DEN,FW,24-333,72,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Kasper Waarst Høgh,9.0,dk DEN,FW,24-333,72,23,0,2,13,8,6,23,0,0,,0,,10,18,10,0,0,0,0,0,16,3,Kasper Waarst Høgh,9.0,dk DEN,FW,24-333,72,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,50.0
J4,Andreas Helmersen,Bodø/Glimt,UEFA Champions League,21.0,no NOR,"FW,LW",27-234,18,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,2,0,1,0,Andreas Helmersen,21.0,no NOR,"FW,LW",27-234,18,2,2,100.0,16,3,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Andreas Helmersen,21.0,no NOR,"FW,LW",27-234,18,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Andreas Helmersen,21.0,no NOR,"FW,LW",27-234,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Andreas Helmersen,21.0,no NOR,"FW,LW",27-234,18,4,0,0,1,3,0,4,1,0,0.0,1,100.0,2,4,0,0,0,0,1,0,4,3,Andreas Helmersen,21.0,no NOR,"FW,LW",27-234,18,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,50.0
J4,Jens Petter Hauge,Bodø/Glimt,UEFA Champions League,10.0,no NOR,LW,26-023,85,0,0,0,0,1,1,0,0,82,1,0,1,0.0,0.0,0.4,8,0,59,71,83.1,4,46,4,11,7,Jens Petter Hauge,10.0,no NOR,LW,26-023,85,59,71,83.1,924,294,32,37,86.5,22,24,91.7,3,5,60.0,0,0.4,0.3,5,8,2,1,4,Jens Petter Hauge,10.0,no NOR,LW,26-023,85,71,69,2,1,0,0,4,1,0,0,0,0,59,0,2,Jens Petter Hauge,10.0,no NOR,LW,26-023,85,1,0,0,0,1,1,3,33.3,2,1,0,1,0,1,0,0,Jens Petter Hauge,10.0,no NOR,LW,26-023,85,82,0,1,27,55,7,82,11,7,63.6,4,36.4,46,313,159,4,3,3,1,1,70,21,Jens Petter Hauge,10.0,no NOR,LW,26-023,85,0,0,0,0,1,0,4,0,0,0,0,0,1,0,1,0.0
J4,Villads Nielsen,Bodø/Glimt,UEFA Champions League,2.0,dk DEN,CB,20-279,5,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,11,11,100.0,0,5,0,1,1,Villads Nielsen,2.0,dk DEN,CB,20-279,5,11,11,100.0,191,42,4,4,100.0,7,7,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Villads Nielsen,2.0,dk DEN,CB,20-279,5,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0,Villads Nielsen,2.0,dk DEN,CB,20-279,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Villads Nielsen,2.0,dk DEN,CB,20-279,5,11,1,6,5,0,0,11,1,1,100.0,0,0.0,5,53,18,0,0,0,0,0,11,0,Villads Nielsen,2.0,dk DEN,CB,20-279,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
J4,Sondre Auklend,Bodø/Glimt,UEFA Champions League,8.0,no NOR,"RW,LM",22-147,90,0,0,0,0,1,0,1,0,65,0,0,3,0.1,0.1,0.3,5,0,40,51,78.4,6,45,0,5,3,Sondre Auklend,8.0,no NOR,"RW,LM",22-147,90,40,51,78.4,559,127,22,23,95.7,9,11,81.8,3,3,100.0,0,0.3,0.2,1,3,2,0,6,Sondre Auklend,8.0,no NOR,"RW,LM",22-147,90,51,50,1,0,0,2,2,1,0,0,0,0,40,0,7,Sondre Auklend,8.0,no NOR,"RW,LM",22-147,90,0,0,0,0,0,0,0,,0,3,0,3,0,0,0,0,Sondre Auklend,8.0,no NOR,"RW,LM",22-147,90,65,0,8,29,29,4,65,5,3,60.0,1,20.0,45,241,93,0,3,0,3,3,52,9,Sondre Auklend,8.0,no NOR,"RW,LM",22-147,90,1,0,0,1,5,0,2,0,0,0,0,0,7,1,1,50.0
J4,Sondre Brunstad Fet,Bodø/Glimt,UEFA Champions League,19.0,no NOR,LM,28-291,72,0,0,0,0,1,0,0,0,49,1,3,3,0.0,0.0,0.0,3,0,32,37,86.5,4,27,0,2,0,Sondre Brunstad Fet,19.0,no NOR,LM,28-291,72,32,37,86.5,389,92,17,21,81.0,9,9,100.0,1,1,100.0,0,0.0,0.1,1,1,2,0,4,Sondre Brunstad Fet,19.0,no NOR,LM,28-291,72,37,36,1,0,0,0,0,1,0,0,0,0,32,0,0,Sondre Brunstad Fet,19.0,no NOR,LM,28-291,72,1,1,0,0,1,0,0,,0,3,0,3,3,4,0,0,Sondre Brunstad Fet,19.0,no NOR,LM,28-291,72,49,0,10,20,20,3,49,2,0,0.0,2,100.0,27,71,25,0,0,0,2,1,40,4,Sondre Brunstad Fet,19.0,no NOR,LM,28-291,72,0,0,0,0,4,0,0,3,1,0,0,0,5,0,0,
J4,Ole Didrik Blomberg,Bodø/Glimt,UEFA Champions League,11.0,no NOR,RW,25-145,18,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,4,1,1,0,Ole Didrik Blomberg,11.0,no NOR,RW,25-145,18,3,5,60.0,18,7,2,4,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Ole Didrik Blomberg,11.0,no NOR,RW,25-145,18,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,Ole Didrik Blomberg,11.0,no NOR,RW,25-145,18,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Ole Didrik Blomberg,11.0,no NOR,RW,25-145,18,8,0,0,3,5,0,8,1,0,0.0,1,100.0,4,31,24,1,1,0,0,0,5,2,Ole Didrik Blomberg,11.0,no NOR,RW,25-145,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0
J4,Patrick Berg,Bodø/Glimt,UEFA Champions League,7.0,no NOR,"CM,CB",27-345,90,0,0,0,0,4,1,0,0,90,1,1,2,0.2,0.2,0.5,4,0,73,81,90.1,11,45,1,1,0,Patrick Berg,7.0,no NOR,"CM,CB",27-345,90,73,81,90.1,1081,346,39,42,92.9,26,27,96.3,4,8,50.0,0,0.5,0.4,3,9,1,0,11,Patrick Berg,7.0,no NOR,"CM,CB",27-345,90,81,69,12,7,0,0,6,1,4,1,2,0,73,0,0,Patrick Berg,7.0,no NOR,"CM,CB",27-345,90,1,0,1,0,0,1,1,100.0,0,2,1,1,1,2,0,0,Patrick Berg,7.0,no NOR,"CM,CB",27-345,90,90,3,11,48,32,3,90,1,0,0.0,1,100.0,45,151,85,1,0,1,0,2,60,2,Patrick Berg,7.0,no NOR,"CM,CB",27-345,90,0,0,0,0,2,0,6,1,0,0,0,0,6,0,0,
J4,Håkon Evjen,Bodø/Glimt,UEFA Champions League,26.0,no NOR,RM,25-263,90,0,0,0,0,0,0,0,0,60,4,2,2,0.0,0.0,0.1,3,0,36,41,87.8,7,30,3,5,1,Håkon Evjen,26.0,no NOR,RM,25-263,90,36,41,87.8,558,97,16,16,100.0,15,19,78.9,2,2,100.0,0,0.1,0.2,2,1,3,1,7,Håkon Evjen,26.0,no NOR,RM,25-263,90,41,38,3,1,1,0,3,2,0,0,0,0,36,0,0,Håkon Evjen,26.0,no NOR,RM,25-263,90,4,4,2,1,1,0,0,,0,2,1,1,2,6,0,0,Håkon Evjen,26.0,no NOR,RM,25-263,90,60,2,9,21,31,4,60,5,1,20.0,4,80.0,30,139,62,3,1,1,2,2,42,15,Håkon Evjen,26.0,no NOR,RM,25-263,90,0,0,0,2,3,0,3,2,4,0,0,0,3,0,0,
J4,Fredrik André Bjørkan,Bodø/Glimt,UEFA Champions League,15.0,no NOR,LB,27-075,85,0,0,0,0,1,0,0,0,118,2,0,1,0.1,0.1,0.0,2,0,91,109,83.5,13,72,8,2,1,Fredrik André Bjørkan,15.0,no NOR,LB,27-075,85,91,109,83.5,1240,390,56,60,93.3,33,39,84.6,0,6,0.0,0,0.0,0.1,0,7,2,0,13,Fredrik André Bjørkan,15.0,no NOR,LB,27-075,85,109,100,9,1,0,0,2,8,0,0,0,0,91,0,1,Fredrik André Bjørkan,15.0,no NOR,LB,27-075,85,2,0,0,1,1,0,1,0.0,1,1,0,1,0,2,1,0,Fredrik André Bjørkan,15.0,no NOR,LB,27-075,85,118,1,34,55,30,4,118,2,1,50.0,1,50.0,72,381,241,8,4,2,1,0,95,5,Fredrik André Bjørkan,15.0,no NOR,LB,27-075,85,0,0,0,3,0,0,2,0,0,0,0,0,9,2,0,100.0
