,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J10,Mio Backhaus,Werder Bremen,German Bundesliga,de GER,21-205,90,4,1,3,75.0,1.2,1,2,50.0,25,3,8.0,26.6,0,,,10,2,20.0,2,17.6
J10,Kamil Grabara,Wolfsburg,German Bundesliga,pl POL,26-303,90,7,2,5,71.4,2.5,6,21,28.6,45,3,40.0,35.5,4,75.0,59.0,41,0,0.0,4,15.6
