Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Oviedo,Spanish La Liga,J3,43%,353 of 437 — 81%,1 of 8 — 13%,6 of 6 — 100%
Real Sociedad,Spanish La Liga,J3,57%,82% — 478 of 584,33% — 6 of 18,0% — 0 of 1
