Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Le Havre,French Ligue 1,J5,60%,504 of 617 — 82%,1 of 12 — 8%,3 of 4 — 75%
Lorient,French Ligue 1,J5,40%,79% — 323 of 411,50% — 4 of 8,0% — 0 of 1
