,Player,,,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
J4,Julián Álvarez,Atlético Madrid,UEFA Champions League,19.0,ar ARG,FW,25-277,90,1,0,0,0,3,3,0,0,44,0,0,1,0.7,0.7,0.0,1,0,21,35,60.0,3,30,0,0,0,Julián Álvarez,19.0,ar ARG,FW,25-277,90,21,35,60.0,344,97,11,16,68.8,6,9,66.7,3,7,42.9,0,0.0,0.5,0,1,1,0,3,Julián Álvarez,19.0,ar ARG,FW,25-277,90,35,29,6,2,1,0,6,0,2,1,1,0,21,0,3,Julián Álvarez,19.0,ar ARG,FW,25-277,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Julián Álvarez,19.0,ar ARG,FW,25-277,90,44,0,2,17,25,4,44,0,0,,0,,30,110,33,0,1,0,1,2,29,3,Julián Álvarez,19.0,ar ARG,FW,25-277,90,0,0,0,1,0,0,6,0,0,0,0,0,2,0,1,0.0
J4,Antoine Griezmann,Atlético Madrid,UEFA Champions League,7.0,fr FRA,FW,34-228,61,0,0,0,0,1,0,0,0,41,0,0,1,0.1,0.1,0.0,3,0,34,39,87.2,4,33,3,1,1,Antoine Griezmann,7.0,fr FRA,FW,34-228,61,34,39,87.2,519,186,22,23,95.7,8,9,88.9,3,4,75.0,0,0.0,0.3,1,4,2,0,4,Antoine Griezmann,7.0,fr FRA,FW,34-228,61,39,35,4,2,1,0,1,0,2,0,1,0,34,0,2,Antoine Griezmann,7.0,fr FRA,FW,34-228,61,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Antoine Griezmann,7.0,fr FRA,FW,34-228,61,41,0,4,25,12,2,41,1,1,100.0,0,0.0,33,130,78,3,3,0,0,2,37,4,Antoine Griezmann,7.0,fr FRA,FW,34-228,61,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,100.0
J4,Alexander Sørloth,Atlético Madrid,UEFA Champions League,9.0,no NOR,FW,29-334,29,0,0,0,0,2,0,0,0,15,0,0,0,0.2,0.2,0.4,2,1,5,8,62.5,2,8,1,3,0,Alexander Sørloth,9.0,no NOR,FW,29-334,29,5,8,62.5,82,38,2,4,50.0,3,3,100.0,0,0,,0,0.4,0.2,1,0,1,0,2,Alexander Sørloth,9.0,no NOR,FW,29-334,29,8,8,0,0,0,0,0,0,0,0,0,0,5,0,1,Alexander Sørloth,9.0,no NOR,FW,29-334,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Alexander Sørloth,9.0,no NOR,FW,29-334,29,15,0,0,4,11,6,15,3,0,0.0,2,66.7,8,79,45,1,1,1,1,1,11,2,Alexander Sørloth,9.0,no NOR,FW,29-334,29,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,60.0
J4,Alex Baena,Atlético Madrid,UEFA Champions League,10.0,es ESP,LM,24-107,61,0,0,0,0,0,0,0,0,53,0,1,1,0.0,0.0,0.2,5,0,40,47,85.1,5,43,1,1,0,Alex Baena,10.0,es ESP,LM,24-107,61,40,47,85.1,736,169,19,22,86.4,13,15,86.7,8,10,80.0,0,0.2,0.2,3,3,3,0,5,Alex Baena,10.0,es ESP,LM,24-107,61,47,42,5,2,0,0,4,0,3,1,2,0,40,0,0,Alex Baena,10.0,es ESP,LM,24-107,61,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,Alex Baena,10.0,es ESP,LM,24-107,61,53,1,5,24,25,1,53,1,0,0.0,1,100.0,43,176,73,1,3,0,3,1,45,6,Alex Baena,10.0,es ESP,LM,24-107,61,0,0,0,2,2,1,4,1,0,0,0,0,1,0,0,
J4,Conor Gallagher,Atlético Madrid,UEFA Champions League,4.0,eng ENG,CM,25-271,29,1,0,0,0,1,1,0,0,20,2,0,1,0.2,0.2,0.2,1,0,15,15,100.0,1,13,0,1,0,Conor Gallagher,4.0,eng ENG,CM,25-271,29,15,15,100.0,222,62,11,11,100.0,3,3,100.0,1,1,100.0,0,0.2,0.0,1,1,0,0,1,Conor Gallagher,4.0,eng ENG,CM,25-271,29,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0,Conor Gallagher,4.0,eng ENG,CM,25-271,29,2,2,0,2,0,1,1,100.0,0,1,0,1,0,2,0,0,Conor Gallagher,4.0,eng ENG,CM,25-271,29,20,0,2,17,1,1,20,1,0,0.0,1,100.0,13,26,11,0,0,0,0,0,12,0,Conor Gallagher,4.0,eng ENG,CM,25-271,29,0,0,0,2,1,0,0,0,2,0,0,0,2,0,0,
J4,Koke,Atlético Madrid,UEFA Champions League,6.0,es ESP,CM,33-300,61,0,0,0,0,0,0,0,0,73,2,0,0,0.0,0.0,0.0,0,0,67,68,98.5,2,60,0,1,0,Koke,6.0,es ESP,CM,33-300,61,67,68,98.5,1166,356,30,30,100.0,28,29,96.6,7,7,100.0,0,0.0,0.0,0,9,0,0,2,Koke,6.0,es ESP,CM,33-300,61,68,68,0,0,0,2,0,0,0,0,0,0,67,0,0,Koke,6.0,es ESP,CM,33-300,61,2,0,1,0,1,2,3,66.7,1,0,0,0,0,2,0,0,Koke,6.0,es ESP,CM,33-300,61,73,2,15,48,10,0,73,1,0,0.0,1,100.0,60,250,87,0,2,0,1,2,64,0,Koke,6.0,es ESP,CM,33-300,61,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,100.0
J4,Thiago Almada,Atlético Madrid,UEFA Champions League,11.0,ar ARG,LM,24-192,29,0,0,0,0,1,1,0,0,23,1,0,0,0.4,0.4,0.0,2,1,16,19,84.2,1,14,0,0,0,Thiago Almada,11.0,ar ARG,LM,24-192,29,16,19,84.2,256,45,6,7,85.7,8,8,100.0,1,3,33.3,0,0.0,0.0,0,2,0,0,1,Thiago Almada,11.0,ar ARG,LM,24-192,29,19,16,3,1,0,0,2,0,2,0,2,0,16,0,0,Thiago Almada,11.0,ar ARG,LM,24-192,29,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,1,0,Thiago Almada,11.0,ar ARG,LM,24-192,29,23,0,4,9,10,1,23,0,0,,0,,14,54,14,0,0,0,0,3,17,7,Thiago Almada,11.0,ar ARG,LM,24-192,29,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,
J4,Pablo Barrios,Atlético Madrid,UEFA Champions League,8.0,es ESP,CM,22-142,90,0,0,0,0,0,0,0,0,88,1,2,0,0.0,0.0,0.0,0,0,77,82,93.9,10,69,3,5,3,Pablo Barrios,8.0,es ESP,CM,22-142,90,77,82,93.9,1233,294,39,40,97.5,33,36,91.7,3,3,100.0,0,0.0,0.0,0,7,0,0,10,Pablo Barrios,8.0,es ESP,CM,22-142,90,82,81,0,0,1,0,0,0,0,0,0,0,77,1,0,Pablo Barrios,8.0,es ESP,CM,22-142,90,1,1,0,1,0,0,0,,0,0,0,0,2,3,0,0,Pablo Barrios,8.0,es ESP,CM,22-142,90,88,2,12,55,21,0,88,5,3,60.0,2,40.0,69,333,166,3,1,0,0,1,72,4,Pablo Barrios,8.0,es ESP,CM,22-142,90,0,0,0,0,3,0,0,2,1,0,0,0,5,2,0,100.0
J4,Giuliano Simeone,Atlético Madrid,UEFA Champions League,20.0,ar ARG,RM,22-321,87,0,1,0,0,1,0,0,0,49,0,0,2,0.1,0.1,0.1,3,2,30,38,78.9,3,35,2,8,3,Giuliano Simeone,20.0,ar ARG,RM,22-321,87,30,38,78.9,430,97,19,23,82.6,8,10,80.0,2,2,100.0,1,0.1,0.2,1,4,0,0,3,Giuliano Simeone,20.0,ar ARG,RM,22-321,87,38,38,0,0,0,0,3,0,0,0,0,0,30,0,1,Giuliano Simeone,20.0,ar ARG,RM,22-321,87,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,0,0,Giuliano Simeone,20.0,ar ARG,RM,22-321,87,49,0,2,28,20,5,49,8,3,37.5,5,62.5,35,168,91,2,3,1,2,2,39,7,Giuliano Simeone,20.0,ar ARG,RM,22-321,87,0,0,0,0,2,0,3,0,0,0,0,0,1,0,2,0.0
J4,Marcos Llorente,Atlético Madrid,UEFA Champions League,14.0,es ESP,"RB,RM",30-278,3,1,0,0,0,1,1,0,0,3,0,0,0,0.3,0.3,0.0,0,0,2,2,100.0,0,2,0,0,0,Marcos Llorente,14.0,es ESP,"RB,RM",30-278,3,2,2,100.0,18,12,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Marcos Llorente,14.0,es ESP,"RB,RM",30-278,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Marcos Llorente,14.0,es ESP,"RB,RM",30-278,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Marcos Llorente,14.0,es ESP,"RB,RM",30-278,3,3,0,0,2,1,1,3,0,0,,0,,2,1,1,0,0,0,0,0,2,0,Marcos Llorente,14.0,es ESP,"RB,RM",30-278,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
J4,Matteo Ruggeri,Atlético Madrid,UEFA Champions League,3.0,it ITA,LB,23-116,90,0,0,0,0,1,0,0,0,79,5,1,0,0.1,0.1,0.0,2,0,59,71,83.1,2,59,0,0,0,Matteo Ruggeri,3.0,it ITA,LB,23-116,90,59,71,83.1,934,175,27,29,93.1,26,31,83.9,2,4,50.0,0,0.0,0.1,1,3,1,1,2,Matteo Ruggeri,3.0,it ITA,LB,23-116,90,71,64,7,1,0,0,5,6,0,0,0,0,59,0,2,Matteo Ruggeri,3.0,it ITA,LB,23-116,90,5,4,2,2,1,2,4,50.0,2,0,0,0,1,6,1,0,Matteo Ruggeri,3.0,it ITA,LB,23-116,90,79,2,19,30,31,3,79,0,0,,0,,59,189,79,0,4,0,1,0,57,9,Matteo Ruggeri,3.0,it ITA,LB,23-116,90,0,0,0,2,0,0,5,1,4,0,0,0,3,1,2,33.3
