Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Nice,French Ligue 1,J6,44%,340 of 426 — 80%,5 of 11 — 45%,2 of 2 — 100%
Paris FC,French Ligue 1,J6,56%,84% — 463 of 551,17% — 2 of 12,80% — 4 of 5
