,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Nordin Jackers,Club Brugge,UEFA Champions League,be BEL,28-061,90,6,3,4,50.0,2.1,7,21,33.3,20,4,55.0,43.5,11,90.9,60.7,11,1,9.1,0,7.3
J4,Wojciech Szczęsny,Barcelona,UEFA Champions League,pl POL,35-201,90,6,3,3,50.0,2.4,2,2,100.0,30,7,6.7,20.1,3,0.0,29.0,3,0,0.0,4,20.2
