Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Hoffenheim,German Bundesliga,J6,61%,454 of 572 — 79%,4 of 15 — 27%,3 of 4 — 75%
Köln,German Bundesliga,J6,39%,73% — 264 of 364,40% — 4 of 10,100% — 4 of 4
