,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Kostas Tzolakis,Olympiacos,UEFA Champions League,gr GRE,22-361,90,2,1,1,50.0,0.3,8,31,25.8,24,0,100.0,59.3,7,100.0,65.7,16,2,12.5,5,17.2
J4,Matej Kovar,PSV Eindhoven,UEFA Champions League,cz CZE,25-171,90,4,1,3,75.0,0.8,6,11,54.5,30,10,33.3,32.5,6,16.7,27.8,17,1,5.9,0,13.5
