Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Fenerbahçe,UEFA Europa League,J2,59%,449 of 540 — 83%,5 of 17 — 29%,2 of 2 — 100%
Nice,UEFA Europa League,J2,41%,76% — 284 of 376,22% — 2 of 9,60% — 3 of 5
