,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Matheus,Red Star,UEFA Europa League,br BRA,33-110,90,3,0,3,100.0,0.9,6,16,37.5,27,3,44.4,34.0,6,66.7,39.5,10,1,10.0,2,14.3
J4,Berke Özer,Lille,UEFA Europa League,tr TUR,25-165,90,3,1,2,100.0,1.7,2,10,20.0,33,1,27.3,31.1,6,16.7,29.7,11,0,0.0,1,15.6
