Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Lecce,Italian Serie A,J4,52%,346 of 422 — 82%,5 of 11 — 45%,4 of 5 — 80%
Cagliari,Italian Serie A,J4,48%,79% — 310 of 391,36% — 5 of 14,80% — 4 of 5
