Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Atalanta,UEFA Champions League,J3,56%,336 of 466 — 72%,5 of 22 — 23%,4 of 4 — 100%
Slavia Prague,UEFA Champions League,J3,44%,67% — 244 of 362,25% — 4 of 16,100% — 5 of 5
