Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Hellas Verona,Italian Serie A,J3,46%,354 of 460 — 77%,9 of 20 — 45%,2 of 2 — 100%
Cremonese,Italian Serie A,J3,54%,81% — 430 of 530,33% — 2 of 6,100% — 9 of 9
