Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Milan,Italian Serie A,J3,40%,301 of 369 — 82%,3 of 14 — 21%,0 of 0 — %
Bologna,Italian Serie A,J3,60%,85% — 474 of 559,0% — 0 of 5,66% — 2 of 3
