Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Elche,Spanish La Liga,J3,67%,527 of 610 — 86%,5 of 16 — 31%,1 of 1 — 100%
Levante,Spanish La Liga,J3,33%,78% — 237 of 304,9% — 1 of 11,60% — 3 of 5
