Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Genk,UEFA Europa League,J2,62%,507 of 613 — 83%,3 of 13 — 23%,3 of 4 — 75%
Ferencváros,UEFA Europa League,J2,38%,76% — 278 of 368,57% — 4 of 7,100% — 3 of 3
