Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Rennes,French Ligue 1,J6,66%,491 of 575 — 85%,2 of 14 — 14%,2 of 2 — 100%
Lens,French Ligue 1,J6,34%,69% — 205 of 297,15% — 2 of 13,100% — 2 of 2
