Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Eint Frankfurt,UEFA Champions League,J3,35%,318 of 398 — 80%,1 of 4 — 25%,9 of 14 — 64%
Liverpool,UEFA Champions League,J3,65%,90% — 665 of 742,78% — 14 of 18,0% — 0 of 1
