,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Emiliano Martínez,Aston Villa,UEFA Europa League,ar ARG,33-065,90,3,0,3,100.0,1.2,0,3,0.0,52,5,5.8,20.3,3,0.0,17.7,3,1,33.3,2,16.3
J4,Roei Mashpati,Maccabi Tel Aviv,UEFA Europa League,il ISR,32-348,90,8,2,6,87.5,2.2,1,8,12.5,27,4,25.9,32.7,5,20.0,25.4,8,0,0.0,0,4.0
