Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Union SG,UEFA Champions League,J3,31%,252 of 322 — 78%,5 of 15 — 33%,3 of 6 — 50%
Inter,UEFA Champions League,J3,69%,90% — 645 of 716,30% — 6 of 20,100% — 5 of 5
