Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Eint Frankfurt,German Bundesliga,J8,51%,500 of 586 — 85%,6 of 10 — 60%,1 of 1 — 100%
St. Pauli,German Bundesliga,J8,49%,82% — 458 of 560,11% — 1 of 9,66% — 4 of 6
