Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Maccabi Tel Aviv,UEFA Europa League,J2,50%,448 of 528 — 85%,4 of 11 — 36%,2 of 5 — 40%
Dinamo Zagreb,UEFA Europa League,J2,50%,86% — 463 of 536,83% — 5 of 6,75% — 3 of 4
