Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Qarabağ,UEFA Champions League,J2,49%,289 of 402 — 72%,6 of 10 — 60%,4 of 4 — 100%
FC Copenhagen,UEFA Champions League,J2,51%,74% — 310 of 419,33% — 4 of 12,66% — 4 of 6
