,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J3,Robin Zentner,Mainz 05,UEFA Europa Conference League,de GER,31-009,90,4,1,3,75.0,1.1,8,21,38.1,29,3,69.0,43.7,2,50.0,37.0,6,0,0.0,0,11.0
J3,Tommaso Martinelli,Fiorentina,UEFA Europa Conference League,it ITA,19-304,90,4,2,2,50.0,1.4,2,7,28.6,32,8,21.9,24.0,1,0.0,14.0,13,0,0.0,0,10.3
