Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Hamburger SV,German Bundesliga,J8,61%,447 of 569 — 79%,5 of 25 — 20%,1 of 2 — 50%
Wolfsburg,German Bundesliga,J8,39%,73% — 261 of 358,33% — 2 of 6,100% — 5 of 5
