Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Strasbourg,French Ligue 1,J7,65%,721 of 805 — 90%,12 of 18 — 67%,1 of 1 — 100%
Angers,French Ligue 1,J7,35%,77% — 337 of 438,20% — 1 of 5,58% — 7 of 12
