Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Nice,French Ligue 1,J4,59%,454 of 545 — 83%,8 of 19 — 42%,3 of 3 — 100%
Nantes,French Ligue 1,J4,41%,78% — 296 of 380,21% — 3 of 14,87% — 7 of 8
