,Player,,,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
J4,Tomáš Chorý,Slavia Prague,UEFA Champions League,25.0,cz CZE,FW,30-282,48,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,1,0,4,8,50.0,0,6,0,0,0,Tomáš Chorý,25.0,cz CZE,FW,30-282,48,4,8,50.0,35,7,4,6,66.7,0,1,0.0,0,0,,0,0.0,0.0,1,0,0,0,0,Tomáš Chorý,25.0,cz CZE,FW,30-282,48,8,8,0,0,0,0,1,0,0,0,0,0,4,0,0,Tomáš Chorý,25.0,cz CZE,FW,30-282,48,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Tomáš Chorý,25.0,cz CZE,FW,30-282,48,12,0,0,6,7,2,12,0,0,,0,,6,17,9,0,1,0,2,1,11,5,Tomáš Chorý,25.0,cz CZE,FW,30-282,48,0,0,0,4,0,2,1,0,0,0,0,0,2,1,1,50.0
J4,Mojmir Chytil,Slavia Prague,UEFA Champions League,13.0,cz CZE,FW,26-189,42,0,0,0,0,1,0,0,0,13,1,0,1,0.1,0.1,0.0,1,0,2,6,33.3,0,3,0,0,0,Mojmir Chytil,13.0,cz CZE,FW,26-189,42,2,6,33.3,11,0,1,1,100.0,0,3,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,Mojmir Chytil,13.0,cz CZE,FW,26-189,42,6,6,0,0,0,0,0,0,0,0,0,0,2,0,1,Mojmir Chytil,13.0,cz CZE,FW,26-189,42,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,Mojmir Chytil,13.0,cz CZE,FW,26-189,42,13,0,1,4,8,4,13,0,0,,0,,3,8,0,0,0,0,2,0,6,1,Mojmir Chytil,13.0,cz CZE,FW,26-189,42,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,0.0
J4,Youssoupha Sanyang,Slavia Prague,UEFA Champions League,11.0,sn SEN,"LW,LM",20-065,73,0,0,0,0,1,0,0,0,39,6,0,1,0.1,0.1,0.0,1,0,11,20,55.0,1,18,1,4,1,Youssoupha Sanyang,11.0,sn SEN,"LW,LM",20-065,73,11,20,55.0,148,50,9,9,100.0,2,5,40.0,0,3,0.0,0,0.0,0.0,0,2,0,0,1,Youssoupha Sanyang,11.0,sn SEN,"LW,LM",20-065,73,20,19,0,0,0,0,1,0,0,0,0,0,11,1,0,Youssoupha Sanyang,11.0,sn SEN,"LW,LM",20-065,73,6,3,3,3,0,3,3,100.0,0,1,0,1,0,6,5,0,Youssoupha Sanyang,11.0,sn SEN,"LW,LM",20-065,73,39,3,13,13,13,3,39,4,1,25.0,2,50.0,18,161,60,1,2,0,2,1,13,3,Youssoupha Sanyang,11.0,sn SEN,"LW,LM",20-065,73,0,0,0,0,3,2,1,0,3,0,0,0,9,2,0,100.0
J4,Vasil Kušej,Slavia Prague,UEFA Champions League,9.0,cz CZE,LW,25-164,17,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,5,8,62.5,0,5,0,0,0,Vasil Kušej,9.0,cz CZE,LW,25-164,17,5,8,62.5,97,34,3,3,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Vasil Kušej,9.0,cz CZE,LW,25-164,17,8,5,3,2,0,0,1,0,1,1,0,0,5,0,2,Vasil Kušej,9.0,cz CZE,LW,25-164,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Vasil Kušej,9.0,cz CZE,LW,25-164,17,9,0,1,7,1,0,9,0,0,,0,,5,14,2,0,0,0,0,0,4,0,Vasil Kušej,9.0,cz CZE,LW,25-164,17,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,
J4,Lukáš Provod,Slavia Prague,UEFA Champions League,17.0,cz CZE,"RW,AM,FW",29-012,90,0,0,0,0,2,0,0,0,45,0,0,2,0.1,0.1,0.0,3,0,21,35,60.0,2,19,2,1,0,Lukáš Provod,17.0,cz CZE,"RW,AM,FW",29-012,90,21,35,60.0,426,148,10,10,100.0,5,10,50.0,5,7,71.4,0,0.0,0.1,0,1,0,0,2,Lukáš Provod,17.0,cz CZE,"RW,AM,FW",29-012,90,35,32,2,2,0,2,3,0,0,0,0,0,21,1,3,Lukáš Provod,17.0,cz CZE,"RW,AM,FW",29-012,90,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,0,0,Lukáš Provod,17.0,cz CZE,"RW,AM,FW",29-012,90,45,1,2,28,16,5,45,1,0,0.0,0,0.0,19,98,63,2,1,2,4,1,27,5,Lukáš Provod,17.0,cz CZE,"RW,AM,FW",29-012,90,0,0,0,3,3,1,3,0,0,0,1,0,2,2,2,50.0
J4,Youssoupha Mbodji,Slavia Prague,UEFA Champions League,12.0,sn SEN,"LM,LB",21-299,90,0,0,0,0,2,1,1,0,41,3,1,4,0.1,0.1,0.1,2,0,13,18,72.2,2,15,0,1,1,Youssoupha Mbodji,12.0,sn SEN,"LM,LB",21-299,90,13,18,72.2,171,86,6,6,100.0,6,8,75.0,0,1,0.0,0,0.1,0.1,1,3,1,1,2,Youssoupha Mbodji,12.0,sn SEN,"LM,LB",21-299,90,18,17,1,0,0,0,4,1,0,0,0,0,13,0,2,Youssoupha Mbodji,12.0,sn SEN,"LM,LB",21-299,90,3,1,1,2,0,3,3,100.0,0,4,0,4,1,4,6,0,Youssoupha Mbodji,12.0,sn SEN,"LM,LB",21-299,90,41,5,14,18,9,2,41,1,1,100.0,0,0.0,15,67,41,0,1,0,4,1,16,1,Youssoupha Mbodji,12.0,sn SEN,"LM,LB",21-299,90,1,0,0,3,0,0,4,1,1,0,0,0,3,2,0,100.0
J4,Michal Sadílek,Slavia Prague,UEFA Champions League,23.0,cz CZE,"CM,DM",26-157,90,0,0,0,0,0,0,0,0,31,2,1,1,0.0,0.0,0.1,2,0,23,27,85.2,1,8,0,0,0,Michal Sadílek,23.0,cz CZE,"CM,DM",26-157,90,23,27,85.2,392,80,8,8,100.0,10,12,83.3,2,3,66.7,0,0.1,0.0,3,0,0,0,1,Michal Sadílek,23.0,cz CZE,"CM,DM",26-157,90,27,19,8,0,0,0,3,1,3,1,1,1,23,0,0,Michal Sadílek,23.0,cz CZE,"CM,DM",26-157,90,2,2,0,2,0,2,3,66.7,1,1,0,1,1,3,0,0,Michal Sadílek,23.0,cz CZE,"CM,DM",26-157,90,31,1,5,18,8,1,31,0,0,,0,,8,30,13,0,0,0,0,0,10,0,Michal Sadílek,23.0,cz CZE,"CM,DM",26-157,90,0,0,0,1,3,0,3,1,2,0,0,0,6,1,0,100.0
J4,Christos Zafeiris,Slavia Prague,UEFA Champions League,10.0,gr GRE,CM,22-254,69,0,0,0,0,3,0,1,0,23,2,0,0,0.1,0.1,0.0,0,0,9,12,75.0,5,4,0,1,0,Christos Zafeiris,10.0,gr GRE,CM,22-254,69,9,12,75.0,206,94,3,3,100.0,4,4,100.0,2,5,40.0,0,0.0,0.0,0,2,0,0,5,Christos Zafeiris,10.0,gr GRE,CM,22-254,69,12,10,2,2,0,0,1,0,0,0,0,0,9,0,0,Christos Zafeiris,10.0,gr GRE,CM,22-254,69,2,2,2,0,0,1,2,50.0,1,0,0,0,0,2,3,0,Christos Zafeiris,10.0,gr GRE,CM,22-254,69,23,0,6,10,7,2,23,1,0,0.0,1,100.0,4,15,7,0,0,0,0,1,9,2,Christos Zafeiris,10.0,gr GRE,CM,22-254,69,1,0,0,2,0,0,1,0,2,0,0,0,1,0,0,
J4,Muhammed Cham,Slavia Prague,UEFA Champions League,7.0,at AUT,"DM,CM",25-039,21,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,10,12,83.3,0,9,0,0,0,Muhammed Cham,7.0,at AUT,"DM,CM",25-039,21,10,12,83.3,186,49,3,3,100.0,4,5,80.0,2,2,100.0,0,0.0,0.0,0,1,0,0,0,Muhammed Cham,7.0,at AUT,"DM,CM",25-039,21,12,10,2,2,0,0,0,0,0,0,0,0,10,0,0,Muhammed Cham,7.0,at AUT,"DM,CM",25-039,21,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Muhammed Cham,7.0,at AUT,"DM,CM",25-039,21,13,1,2,9,2,0,13,0,0,,0,,9,54,5,0,0,0,0,0,9,0,Muhammed Cham,7.0,at AUT,"DM,CM",25-039,21,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
J4,David Moses,Slavia Prague,UEFA Champions League,16.0,ng NGA,"RM,RB",21-288,73,0,0,0,0,0,0,0,0,21,2,0,0,0.0,0.0,0.0,2,0,9,13,69.2,4,10,0,2,0,David Moses,16.0,ng NGA,"RM,RB",21-288,73,9,13,69.2,120,68,5,6,83.3,1,2,50.0,1,2,50.0,0,0.0,0.0,1,3,0,0,4,David Moses,16.0,ng NGA,"RM,RB",21-288,73,13,13,0,0,0,0,0,0,0,0,0,0,9,0,0,David Moses,16.0,ng NGA,"RM,RB",21-288,73,2,1,0,1,1,1,1,100.0,0,0,0,0,0,2,2,0,David Moses,16.0,ng NGA,"RM,RB",21-288,73,21,2,6,8,7,0,21,2,0,0.0,2,100.0,10,42,27,0,0,0,1,0,8,1,David Moses,16.0,ng NGA,"RM,RB",21-288,73,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,
