Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Freiburg,German Bundesliga,J7,51%,381 of 484 — 79%,5 of 12 — 42%,1 of 3 — 33%
Eint Frankfurt,German Bundesliga,J7,49%,75% — 345 of 459,38% — 3 of 8,60% — 3 of 5
