Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Mallorca,Spanish La Liga,J5,42%,353 of 438 — 81%,3 of 8 — 38%,5 of 6 — 83%
Atlético Madrid,Spanish La Liga,J5,58%,85% — 509 of 599,55% — 6 of 11,66% — 2 of 3
