Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Bologna,UEFA Europa League,J2,54%,365 of 467 — 78%,3 of 8 — 38%,4 of 4 — 100%
Freiburg,UEFA Europa League,J2,46%,75% — 292 of 391,36% — 4 of 11,66% — 2 of 3
