Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Parma,Italian Serie A,J10,35%,163 of 258 — 63%,1 of 7 — 14%,3 of 6 — 50%
Bologna,Italian Serie A,J10,65%,82% — 395 of 479,27% — 6 of 22,0% — 0 of 1
