Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Leverkusen,German Bundesliga,J8,69%,732 of 794 — 92%,4 of 19 — 21%,3 of 3 — 100%
Freiburg,German Bundesliga,J8,31%,79% — 282 of 356,30% — 3 of 10,50% — 2 of 4
