Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Fiorentina,Italian Serie A,J10,62%,409 of 510 — 80%,4 of 15 — 27%,3 of 4 — 75%
Lecce,Italian Serie A,J10,38%,66% — 209 of 315,36% — 4 of 11,100% — 4 of 4
