Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Fiorentina,Italian Serie A,J8,50%,278 of 373 — 75%,4 of 17 — 24%,1 of 3 — 33%
Bologna,Italian Serie A,J8,50%,74% — 272 of 368,50% — 3 of 6,100% — 4 of 4
