Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Angers,French Ligue 1,J3,37%,355 of 421 — 84%,7 of 10 — 70%,6 of 7 — 85%
Rennes,French Ligue 1,J3,63%,89% — 642 of 724,47% — 7 of 15,85% — 6 of 7
