,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Gerónimo Rulli,Marseille,UEFA Champions League,ar ARG,33-169,90,3,1,1,66.7,1.5,2,4,50.0,33,1,12.1,26.7,2,0.0,27.5,6,0,0.0,6,26.0
J4,Marco Carnesecchi,Atalanta,UEFA Champions League,it ITA,25-127,90,4,0,4,100.0,0.6,17,31,54.8,50,5,46.0,37.9,8,100.0,65.4,16,3,18.8,3,12.2
