Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Napoli,Italian Serie A,J8,43%,355 of 447 — 79%,2 of 6 — 33%,2 of 2 — 100%
Inter,Italian Serie A,J8,57%,85% — 492 of 582,14% — 2 of 14,0% — 0 of 2
