Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Sporting CP,UEFA Champions League,J3,53%,420 of 506 — 83%,7 of 14 — 50%,2 of 3 — 66%
Marseille,UEFA Champions League,J3,47%,83% — 378 of 454,30% — 3 of 10,71% — 5 of 7
