Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Real Madrid,UEFA Champions League,J3,65%,580 of 648 — 90%,9 of 28 — 32%,4 of 4 — 100%
Juventus,UEFA Champions League,J3,35%,78% — 272 of 349,31% — 4 of 13,88% — 8 of 9
