,Player,,,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
J10,Keke Topp,Werder Bremen,German Bundesliga,9.0,de GER,FW,21-227,64,0,0,0,0,0,0,0,0,23,2,0,0,0.0,0.0,0.0,0,0,11,17,64.7,0,16,0,2,1,Keke Topp,9.0,de GER,FW,21-227,64,11,17,64.7,93,0,8,11,72.7,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Keke Topp,9.0,de GER,FW,21-227,64,17,17,0,0,0,0,1,0,0,0,0,0,11,0,2,Keke Topp,9.0,de GER,FW,21-227,64,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0,Keke Topp,9.0,de GER,FW,21-227,64,23,0,0,11,12,4,23,2,1,50.0,1,50.0,16,75,5,0,0,0,3,2,19,6,Keke Topp,9.0,de GER,FW,21-227,64,0,0,0,0,0,0,1,0,1,0,0,0,3,0,2,0.0
J10,Samuel Mbangula,Werder Bremen,German Bundesliga,7.0,be BEL,LW,21-295,26,1,0,0,0,1,1,0,0,14,0,0,0,0.1,0.1,0.1,2,0,11,12,91.7,1,9,0,0,0,Samuel Mbangula,7.0,be BEL,LW,21-295,26,11,12,91.7,227,50,4,4,100.0,6,6,100.0,1,2,50.0,0,0.1,0.0,1,0,0,0,1,Samuel Mbangula,7.0,be BEL,LW,21-295,26,12,12,0,0,0,1,1,0,0,0,0,0,11,0,0,Samuel Mbangula,7.0,be BEL,LW,21-295,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Samuel Mbangula,7.0,be BEL,LW,21-295,26,14,0,1,2,11,1,14,0,0,,0,,9,65,6,0,0,0,1,0,10,3,Samuel Mbangula,7.0,be BEL,LW,21-295,26,0,0,0,1,2,0,1,0,0,0,0,0,1,0,1,0.0
J10,Marco Grüll,Werder Bremen,German Bundesliga,17.0,at AUT,"LW,RW",27-124,85,0,0,0,0,2,1,0,0,64,1,0,3,0.1,0.1,0.1,6,0,41,55,74.5,9,31,5,3,3,Marco Grüll,17.0,at AUT,"LW,RW",27-124,85,41,55,74.5,659,168,19,23,82.6,21,27,77.8,1,3,33.3,0,0.1,0.4,2,0,3,1,9,Marco Grüll,17.0,at AUT,"LW,RW",27-124,85,55,52,3,2,0,0,8,1,0,0,0,0,41,0,0,Marco Grüll,17.0,at AUT,"LW,RW",27-124,85,1,1,0,1,0,1,2,50.0,1,3,0,3,0,1,1,0,Marco Grüll,17.0,at AUT,"LW,RW",27-124,85,64,1,2,17,45,3,64,3,3,100.0,0,0.0,31,200,121,5,5,1,2,0,44,11,Marco Grüll,17.0,at AUT,"LW,RW",27-124,85,0,0,0,0,1,0,8,0,1,0,0,0,9,1,0,100.0
J10,Leonardo Bittencourt,Werder Bremen,German Bundesliga,10.0,de GER,DM,31-323,5,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,2,3,0,0,0,Leonardo Bittencourt,10.0,de GER,DM,31-323,5,5,5,100.0,109,24,2,2,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,2,Leonardo Bittencourt,10.0,de GER,DM,31-323,5,5,5,0,0,0,1,0,0,0,0,0,0,5,0,0,Leonardo Bittencourt,10.0,de GER,DM,31-323,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Leonardo Bittencourt,10.0,de GER,DM,31-323,5,6,1,2,3,1,0,6,0,0,,0,,3,2,2,0,0,0,0,0,3,0,Leonardo Bittencourt,10.0,de GER,DM,31-323,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
J10,Justin Njinmah,Werder Bremen,German Bundesliga,11.0,de GER,RW,24-357,65,0,0,0,0,1,0,0,0,27,0,1,1,0.0,0.0,0.0,1,0,14,22,63.6,1,19,4,2,2,Justin Njinmah,11.0,de GER,RW,24-357,65,14,22,63.6,265,30,7,10,70.0,5,6,83.3,2,6,33.3,0,0.0,0.0,1,0,1,1,1,Justin Njinmah,11.0,de GER,RW,24-357,65,22,22,0,0,0,0,6,0,0,0,0,0,14,0,1,Justin Njinmah,11.0,de GER,RW,24-357,65,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Justin Njinmah,11.0,de GER,RW,24-357,65,27,0,1,7,19,4,27,2,2,100.0,0,0.0,19,165,97,4,2,1,2,1,24,10,Justin Njinmah,11.0,de GER,RW,24-357,65,0,0,0,0,0,2,6,1,0,0,0,0,1,0,0,
J10,Victor Boniface,Werder Bremen,German Bundesliga,44.0,ng NGA,FW,24-319,25,0,1,0,0,5,2,0,0,9,0,0,0,0.4,0.4,0.1,3,1,2,3,66.7,0,4,2,2,2,Victor Boniface,44.0,ng NGA,FW,24-319,25,2,3,66.7,18,0,2,2,100.0,0,1,0.0,0,0,,1,0.1,0.0,1,0,0,0,0,Victor Boniface,44.0,ng NGA,FW,24-319,25,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Victor Boniface,44.0,ng NGA,FW,24-319,25,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Victor Boniface,44.0,ng NGA,FW,24-319,25,9,0,0,3,7,5,9,2,2,100.0,0,0.0,4,55,51,2,1,1,0,0,8,1,Victor Boniface,44.0,ng NGA,FW,24-319,25,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,100.0
J10,Romano Schmid,Werder Bremen,German Bundesliga,20.0,at AUT,AM,25-284,90,0,0,0,0,2,0,1,0,89,1,0,0,0.1,0.1,0.3,6,0,64,82,78.0,11,50,3,0,0,Romano Schmid,20.0,at AUT,AM,25-284,90,64,82,78.0,1174,330,29,32,90.6,21,29,72.4,11,16,68.8,0,0.3,0.3,5,4,4,1,11,Romano Schmid,20.0,at AUT,AM,25-284,90,82,67,15,0,1,1,14,1,12,2,6,0,64,0,0,Romano Schmid,20.0,at AUT,AM,25-284,90,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,Romano Schmid,20.0,at AUT,AM,25-284,90,89,1,4,27,60,2,89,0,0,,0,,50,202,112,3,8,0,3,1,62,14,Romano Schmid,20.0,at AUT,AM,25-284,90,1,0,0,1,0,0,14,0,0,0,0,0,4,0,2,0.0
J10,Senne Lynen,Werder Bremen,German Bundesliga,14.0,be BEL,DM,26-261,85,0,0,0,0,0,0,0,0,70,4,0,4,0.0,0.0,0.0,1,0,49,55,89.1,8,33,1,0,0,Senne Lynen,14.0,be BEL,DM,26-261,85,49,55,89.1,1081,283,13,15,86.7,29,30,96.7,7,8,87.5,0,0.0,0.1,1,11,0,0,8,Senne Lynen,14.0,be BEL,DM,26-261,85,55,52,3,3,0,1,1,0,0,0,0,0,49,0,1,Senne Lynen,14.0,be BEL,DM,26-261,85,4,0,2,0,2,1,1,100.0,0,4,0,4,0,4,1,0,Senne Lynen,14.0,be BEL,DM,26-261,85,70,2,8,48,14,0,70,0,0,,0,,33,168,88,1,1,0,1,0,42,1,Senne Lynen,14.0,be BEL,DM,26-261,85,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,100.0
J10,Cameron Puertas,Werder Bremen,German Bundesliga,18.0,ch SUI,RW,27-081,5,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,2,6,33.3,1,4,0,0,0,Cameron Puertas,18.0,ch SUI,RW,27-081,5,2,6,33.3,18,10,2,2,100.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0,0,1,0,1,Cameron Puertas,18.0,ch SUI,RW,27-081,5,6,5,1,0,0,0,1,0,1,0,1,0,2,0,2,Cameron Puertas,18.0,ch SUI,RW,27-081,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Cameron Puertas,18.0,ch SUI,RW,27-081,5,6,0,0,1,5,2,6,0,0,,0,,4,11,8,0,0,0,0,0,4,3,Cameron Puertas,18.0,ch SUI,RW,27-081,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
J10,Jens Stage,Werder Bremen,German Bundesliga,6.0,dk DEN,DM,28-364,90,1,0,0,0,3,1,0,0,66,4,1,0,0.4,0.4,0.0,1,0,41,54,75.9,6,33,0,0,0,Jens Stage,6.0,dk DEN,DM,28-364,90,41,54,75.9,725,210,20,23,87.0,17,21,81.0,4,7,57.1,0,0.0,0.1,1,5,1,0,6,Jens Stage,6.0,dk DEN,DM,28-364,90,54,52,1,1,0,1,1,0,0,0,0,0,41,1,2,Jens Stage,6.0,dk DEN,DM,28-364,90,4,3,3,1,0,1,1,100.0,0,0,0,0,1,5,1,0,Jens Stage,6.0,dk DEN,DM,28-364,90,66,1,13,34,19,2,66,0,0,,0,,33,115,26,0,0,0,0,0,44,1,Jens Stage,6.0,dk DEN,DM,28-364,90,0,0,0,1,1,0,1,1,3,0,0,0,6,2,2,50.0
J10,Marco Friedl,Werder Bremen,German Bundesliga,32.0,at AUT,"LB,CB",27-236,90,0,0,0,0,0,0,1,0,80,0,2,0,0.0,0.0,0.0,2,0,59,72,81.9,5,40,3,0,0,Marco Friedl,32.0,at AUT,"LB,CB",27-236,90,59,72,81.9,1120,285,19,20,95.0,36,41,87.8,4,11,36.4,0,0.0,0.0,0,3,0,0,5,Marco Friedl,32.0,at AUT,"LB,CB",27-236,90,72,60,12,1,0,0,6,11,0,0,0,0,59,0,0,Marco Friedl,32.0,at AUT,"LB,CB",27-236,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,5,0,Marco Friedl,32.0,at AUT,"LB,CB",27-236,90,80,4,14,40,26,0,80,0,0,,0,,40,189,128,3,2,0,1,0,49,8,Marco Friedl,32.0,at AUT,"LB,CB",27-236,90,1,0,0,2,0,0,6,2,0,0,0,0,3,2,0,100.0
J10,Abdoul Coulibaly,Werder Bremen,German Bundesliga,31.0,de GER,CB,18-168,79,0,0,0,0,0,0,0,0,73,0,1,1,0.0,0.0,0.0,0,0,56,64,87.5,3,47,0,0,0,Abdoul Coulibaly,31.0,de GER,CB,18-168,79,56,64,87.5,1262,302,12,14,85.7,33,35,94.3,11,14,78.6,0,0.0,0.0,0,3,0,0,3,Abdoul Coulibaly,31.0,de GER,CB,18-168,79,64,63,1,0,0,0,0,0,0,0,0,0,56,0,0,Abdoul Coulibaly,31.0,de GER,CB,18-168,79,0,0,0,0,0,0,0,,0,1,1,0,1,1,5,0,Abdoul Coulibaly,31.0,de GER,CB,18-168,79,73,2,22,51,0,0,73,0,0,,0,,47,134,71,0,0,0,1,0,53,0,Abdoul Coulibaly,31.0,de GER,CB,18-168,79,0,0,0,1,0,0,0,1,0,0,0,0,1,3,1,75.0
J10,Isaac Schmidt,Werder Bremen,German Bundesliga,23.0,ch SUI,LB,25-335,11,0,0,0,0,0,0,0,0,14,0,1,0,0.0,0.0,0.0,0,0,11,12,91.7,4,7,1,1,0,Isaac Schmidt,23.0,ch SUI,LB,25-335,11,11,12,91.7,165,70,7,7,100.0,4,4,100.0,0,0,,0,0.0,0.0,0,1,2,0,4,Isaac Schmidt,23.0,ch SUI,LB,25-335,11,12,9,3,0,0,0,0,3,0,0,0,0,11,0,1,Isaac Schmidt,23.0,ch SUI,LB,25-335,11,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Isaac Schmidt,23.0,ch SUI,LB,25-335,11,14,0,3,4,7,0,14,1,0,0.0,1,100.0,7,37,28,1,1,0,0,0,8,2,Isaac Schmidt,23.0,ch SUI,LB,25-335,11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
J10,Amos Pieper,Werder Bremen,German Bundesliga,5.0,de GER,CB,27-294,90,0,0,0,0,3,1,0,0,109,3,1,1,0.1,0.1,0.0,6,1,81,91,89.0,7,67,0,0,0,Amos Pieper,5.0,de GER,CB,27-294,90,81,91,89.0,1822,515,17,20,85.0,54,56,96.4,10,15,66.7,0,0.0,0.0,0,14,0,0,7,Amos Pieper,5.0,de GER,CB,27-294,90,91,90,1,1,0,1,0,0,0,0,0,0,81,0,0,Amos Pieper,5.0,de GER,CB,27-294,90,3,2,1,2,0,1,1,100.0,0,1,1,0,1,4,6,0,Amos Pieper,5.0,de GER,CB,27-294,90,109,7,33,67,9,2,109,0,0,,0,,67,257,172,0,2,0,3,0,80,0,Amos Pieper,5.0,de GER,CB,27-294,90,0,0,0,0,0,0,0,1,2,0,0,0,4,4,2,66.7
J10,Yukinari Sugawara,Werder Bremen,German Bundesliga,3.0,jp JPN,RB,25-132,90,0,1,0,0,3,1,0,0,81,0,1,1,0.2,0.2,0.5,6,1,58,69,84.1,12,45,4,0,0,Yukinari Sugawara,3.0,jp JPN,RB,25-132,90,58,69,84.1,1099,440,22,22,100.0,26,33,78.8,9,10,90.0,1,0.5,0.5,5,5,6,4,12,Yukinari Sugawara,3.0,jp JPN,RB,25-132,90,69,58,10,1,0,0,9,9,0,0,0,0,58,1,0,Yukinari Sugawara,3.0,jp JPN,RB,25-132,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,2,0,Yukinari Sugawara,3.0,jp JPN,RB,25-132,90,81,1,10,30,42,3,81,0,0,,0,,45,255,150,4,3,1,2,1,59,8,Yukinari Sugawara,3.0,jp JPN,RB,25-132,90,0,0,0,3,1,0,9,1,0,0,0,0,3,0,0,
J10,Mio Backhaus,Werder Bremen,German Bundesliga,30.0,de GER,GK,21-205,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,24,25,96.0,0,20,0,0,0,Mio Backhaus,30.0,de GER,GK,21-205,90,24,25,96.0,599,331,3,3,100.0,14,14,100.0,7,8,87.5,0,0.0,0.0,0,0,0,0,0,Mio Backhaus,30.0,de GER,GK,21-205,90,25,25,0,0,0,0,0,0,0,0,0,0,24,0,0,Mio Backhaus,30.0,de GER,GK,21-205,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Mio Backhaus,30.0,de GER,GK,21-205,90,27,18,27,0,0,0,27,0,0,,0,,20,80,39,0,0,0,0,0,17,0,Mio Backhaus,30.0,de GER,GK,21-205,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
J10,Mohamed Amoura,Wolfsburg,German Bundesliga,9.0,dz ALG,FW,25-182,79,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,6,9,66.7,0,8,0,1,0,Mohamed Amoura,9.0,dz ALG,FW,25-182,79,6,9,66.7,78,9,4,5,80.0,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,Mohamed Amoura,9.0,dz ALG,FW,25-182,79,9,9,0,0,0,0,0,0,0,0,0,0,6,0,1,Mohamed Amoura,9.0,dz ALG,FW,25-182,79,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Mohamed Amoura,9.0,dz ALG,FW,25-182,79,14,0,1,8,5,0,14,1,0,0.0,1,100.0,8,15,8,0,0,0,1,1,9,2,Mohamed Amoura,9.0,dz ALG,FW,25-182,79,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,16.7
J10,Jonas Wind,Wolfsburg,German Bundesliga,23.0,dk DEN,"FW,AM",26-273,11,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,2,0,0,0,Jonas Wind,23.0,dk DEN,"FW,AM",26-273,11,3,3,100.0,44,20,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Jonas Wind,23.0,dk DEN,"FW,AM",26-273,11,3,2,1,0,0,0,0,0,0,0,0,0,3,0,0,Jonas Wind,23.0,dk DEN,"FW,AM",26-273,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Jonas Wind,23.0,dk DEN,"FW,AM",26-273,11,3,0,1,2,0,0,3,0,0,,0,,2,8,2,0,0,0,0,0,2,0,Jonas Wind,23.0,dk DEN,"FW,AM",26-273,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0
J10,Mattias Svanberg,Wolfsburg,German Bundesliga,32.0,se SWE,LW,26-306,66,1,0,0,0,3,1,0,0,37,0,2,0,0.5,0.5,0.0,1,0,16,23,69.6,4,26,2,3,1,Mattias Svanberg,32.0,se SWE,LW,26-306,66,16,23,69.6,250,86,9,10,90.0,6,8,75.0,1,2,50.0,0,0.0,0.0,0,2,1,0,4,Mattias Svanberg,32.0,se SWE,LW,26-306,66,23,23,0,0,0,0,1,0,0,0,0,0,16,0,1,Mattias Svanberg,32.0,se SWE,LW,26-306,66,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,3,0,Mattias Svanberg,32.0,se SWE,LW,26-306,66,37,3,10,12,15,3,37,3,1,33.3,2,66.7,26,103,43,2,2,1,4,1,25,5,Mattias Svanberg,32.0,se SWE,LW,26-306,66,0,0,0,1,2,0,1,2,0,0,0,0,2,2,0,100.0
J10,Patrick Wimmer,Wolfsburg,German Bundesliga,39.0,at AUT,LW,24-161,24,0,0,0,0,0,0,0,0,12,0,0,1,0.0,0.0,0.0,0,0,4,9,44.4,0,6,0,0,0,Patrick Wimmer,39.0,at AUT,LW,24-161,24,4,9,44.4,50,8,3,4,75.0,1,3,33.3,0,1,0.0,0,0.0,0.0,0,1,0,0,0,Patrick Wimmer,39.0,at AUT,LW,24-161,24,9,8,1,1,0,0,0,0,0,0,0,0,4,0,0,Patrick Wimmer,39.0,at AUT,LW,24-161,24,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Patrick Wimmer,39.0,at AUT,LW,24-161,24,12,0,5,6,2,0,12,0,0,,0,,6,21,6,0,0,0,1,1,7,1,Patrick Wimmer,39.0,at AUT,LW,24-161,24,0,0,0,2,1,0,0,0,0,0,0,0,1,1,2,33.3
J10,Adam Daghim,Wolfsburg,German Bundesliga,11.0,dk DEN,RW,20-040,86,0,0,0,0,1,1,0,0,39,1,2,0,0.1,0.1,0.0,1,1,15,29,51.7,1,32,5,0,0,Adam Daghim,11.0,dk DEN,RW,20-040,86,15,29,51.7,165,42,11,17,64.7,3,7,42.9,0,1,0.0,0,0.0,0.0,0,0,0,0,1,Adam Daghim,11.0,dk DEN,RW,20-040,86,29,29,0,0,0,0,2,0,0,0,0,0,15,0,2,Adam Daghim,11.0,dk DEN,RW,20-040,86,1,1,1,0,0,1,2,50.0,1,0,0,0,2,3,0,0,Adam Daghim,11.0,dk DEN,RW,20-040,86,39,0,6,13,20,5,39,0,0,,0,,32,177,111,5,4,2,4,2,31,9,Adam Daghim,11.0,dk DEN,RW,20-040,86,0,0,0,2,3,0,2,2,1,0,0,0,1,0,2,0.0
J10,Andreas Skov Olsen,Wolfsburg,German Bundesliga,7.0,dk DEN,RW,25-313,4,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,4,0,0,0,Andreas Skov Olsen,7.0,dk DEN,RW,25-313,4,3,4,75.0,48,6,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Andreas Skov Olsen,7.0,dk DEN,RW,25-313,4,4,2,1,0,0,0,0,1,0,0,0,0,3,1,0,Andreas Skov Olsen,7.0,dk DEN,RW,25-313,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Andreas Skov Olsen,7.0,dk DEN,RW,25-313,4,5,0,0,1,4,1,5,0,0,,0,,4,15,0,0,0,0,1,0,4,2,Andreas Skov Olsen,7.0,dk DEN,RW,25-313,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
J10,Christian Eriksen,Wolfsburg,German Bundesliga,24.0,dk DEN,AM,33-266,86,0,0,0,0,2,1,0,0,58,0,1,2,0.1,0.1,0.0,2,0,37,46,80.4,3,35,0,2,1,Christian Eriksen,24.0,dk DEN,AM,33-266,86,37,46,80.4,610,119,17,19,89.5,14,18,77.8,4,5,80.0,0,0.0,0.1,1,3,0,0,3,Christian Eriksen,24.0,dk DEN,AM,33-266,86,46,42,4,3,0,1,2,0,1,1,0,0,37,0,2,Christian Eriksen,24.0,dk DEN,AM,33-266,86,0,0,0,0,0,0,0,,0,2,1,1,1,1,3,0,Christian Eriksen,24.0,dk DEN,AM,33-266,86,58,2,16,26,16,1,58,2,1,50.0,1,50.0,35,100,30,0,1,0,1,2,32,1,Christian Eriksen,24.0,dk DEN,AM,33-266,86,0,0,0,0,0,0,2,1,0,0,0,0,5,0,0,
