Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Lens,French Ligue 1,J8,43%,356 of 459 — 78%,2 of 10 — 20%,2 of 3 — 66%
Paris FC,French Ligue 1,J8,57%,84% — 506 of 604,33% — 3 of 9,0% — 0 of 2
