Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Pafos FC,UEFA Champions League,J4,41%,313 of 412 — 76%,2 of 5 — 40%,5 of 5 — 100%
Villarreal,UEFA Champions League,J4,59%,85% — 499 of 589,28% — 5 of 18,50% — 1 of 2
