,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Christian Zawieschitzky,RB Salzburg,UEFA Europa League,at AUT,18-188,90,2,0,2,100.0,0.2,3,11,27.3,32,2,34.4,30.6,3,0.0,13.7,19,0,0.0,0,
J4,Jari De Busser,Go Ahead Eag,UEFA Europa League,be BEL,26-016,90,8,2,6,75.0,2.2,3,5,60.0,48,3,6.3,23.9,4,50.0,41.0,12,0,0.0,2,22.5
