Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Wolfsburg,German Bundesliga,J9,48%,384 of 484 — 79%,6 of 12 — 50%,1 of 4 — 25%
Hoffenheim,German Bundesliga,J9,52%,79% — 405 of 515,40% — 4 of 10,66% — 4 of 6
