Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Chelsea,UEFA Champions League,J2,56%,475 of 552 — 86%,3 of 8 — 38%,3 of 3 — 100%
Benfica,UEFA Champions League,J2,44%,81% — 356 of 439,33% — 3 of 9,100% — 3 of 3
