Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Angers,French Ligue 1,J8,42%,347 of 436 — 80%,3 of 16 — 19%,3 of 4 — 75%
Monaco,French Ligue 1,J8,58%,85% — 522 of 611,36% — 4 of 11,66% — 2 of 3
