Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Marseille,French Ligue 1,J4,72%,766 of 834 — 92%,7 of 14 — 50%,1 of 1 — 100%
Lorient,French Ligue 1,J4,28%,84% — 272 of 323,25% — 1 of 4,57% — 4 of 7
