Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Köln,German Bundesliga,J7,57%,405 of 551 — 74%,2 of 9 — 22%,3 of 3 — 100%
Augsburg,German Bundesliga,J7,43%,72% — 306 of 424,33% — 3 of 9,50% — 1 of 2
