Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Wolfsburg,German Bundesliga,J5,50%,395 of 490 — 81%,4 of 22 — 18%,5 of 6 — 83%
RB Leipzig,German Bundesliga,J5,50%,79% — 385 of 486,32% — 6 of 19,100% — 4 of 4
