Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Gladbach,German Bundesliga,J5,39%,319 of 408 — 78%,8 of 11 — 73%,1 of 7 — 14%
Eint Frankfurt,German Bundesliga,J5,61%,83% — 519 of 627,33% — 7 of 21,50% — 4 of 8
