Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Torino,Italian Serie A,J10,64%,472 of 586 — 81%,3 of 15 — 20%,1 of 2 — 50%
Pisa,Italian Serie A,J10,36%,71% — 234 of 331,20% — 2 of 10,33% — 1 of 3
