,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Mateusz Kochalski,Qarabağ,UEFA Champions League,pl POL,25-103,90,4,2,2,50.0,1.7,3,15,20.0,26,0,38.5,34.2,11,45.5,41.2,12,0,0.0,0,3.3
J4,Robert Sánchez,Chelsea,UEFA Champions League,es ESP,27-352,90,3,2,1,66.7,1.8,3,4,75.0,31,2,12.9,24.6,5,0.0,29.4,8,1,12.5,3,20.4
