Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Go Ahead Eag,UEFA Europa League,J1,72%,573 of 672 — 85%,7 of 17 — 41%,5 of 6 — 83%
FCSB,UEFA Europa League,J1,28%,71% — 180 of 255,75% — 6 of 8,100% — 7 of 7
