Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Manchester City,UEFA Champions League,J1,73%,768 of 847 — 91%,8 of 23 — 35%,1 of 1 — 100%
Napoli,UEFA Champions League,J1,27%,77% — 237 of 306,100% — 1 of 1,75% — 6 of 8
