Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Eint Frankfurt,UEFA Champions League,J1,39%,278 of 375 — 74%,5 of 11 — 45%,4 of 5 — 80%
Galatasaray,UEFA Champions League,J1,61%,85% — 500 of 591,36% — 5 of 14,40% — 2 of 5
