Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Cagliari,Italian Serie A,J9,45%,284 of 373 — 76%,1 of 8 — 13%,2 of 4 — 50%
Sassuolo,Italian Serie A,J9,55%,82% — 367 of 448,33% — 4 of 12,0% — 0 of 1
